"id";"nome";"descricao";"data_inicio";"data_fim";"status"
"422";"Monahan and Sons";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-01-09";"2024-01-18";"Pendente"
"423";"Hills - Cormier";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-07-19";"2024-08-28";"Em andamento"
"424";"Schimmel - Oberbrunner";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-04-02";"2024-04-12";"Pendente"
"425";"Flatley Inc";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-04-30";"2024-04-27";"Em andamento"
"426";"Turner - Mann";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-06-11";"2024-09-11";"Em andamento"
"427";"Prohaska - Wolf";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-03-12";"2024-05-05";"Em andamento"
"428";"Frami LLC";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-08-06";"2024-02-17";"Pendente"
"429";"Ratke, Price and Satterfield";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-05-23";"2024-02-10";"Pendente"
"430";"Conn - Gulgowski";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-07-16";"2024-03-25";"Pendente"
"431";"Bartell, Aufderhar and Denesik";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-07-29";"2024-09-03";"Concluido"
"432";"Lang Group";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-02-21";"2024-05-24";"Em andamento"
"433";"Christiansen, Abbott and Dickinson";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-08-14";"2024-07-23";"Pendente"
"434";"Ortiz Group";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-05-08";"2024-09-09";"Em andamento"
"435";"Roob, Gulgowski and Muller";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-03-29";"2024-04-06";"Em andamento"
"436";"Kulas, Walter and Cole";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-01-21";"2024-08-23";"Pendente"
"437";"Dickinson, Weber and Halvorson";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-07-23";"2024-08-18";"Concluido"
"438";"Larson - Jones";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-07-22";"2024-01-13";"Pendente"
"439";"Jacobson, Franecki and Wiegand";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-06-02";"2024-08-03";"Em andamento"
"440";"Hoppe, Altenwerth and Johnson";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-02-13";"2024-07-14";"Concluido"
"441";"Reichert LLC";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-07-08";"2024-01-26";"Concluido"
"442";"Abbott, Bednar and Schmeler";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-03-06";"2024-03-25";"Em andamento"
"443";"Cronin Group";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-02-23";"2024-04-22";"Pendente"
"444";"Hilll, Jaskolski and Lehner";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-08-20";"2024-05-14";"Pendente"
"445";"Osinski Group";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-06-08";"2024-03-10";"Em andamento"
"446";"Bogisich and Sons";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-08-19";"2024-06-23";"Em andamento"
"447";"Little, Schamberger and Ratke";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-08-16";"2024-07-01";"Em andamento"
"448";"Beier Group";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-04-04";"2024-07-28";"Concluido"
"449";"Schmeler, Boyer and Bernier";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-01-11";"2024-07-26";"Concluido"
"450";"Stamm Inc";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-08-05";"2024-02-26";"Pendente"
"451";"Ernser, Jacobi and Crona";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-08-21";"2024-08-28";"Concluido"
"452";"Schmeler - Little";"The Football Is Good For Training And Recreational Purposes";"2024-06-15";"2024-05-15";"Concluido"
"453";"Bergnaum, Haley and Swift";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-08-10";"2024-06-20";"Concluido"
"454";"Schroeder, Schoen and Considine";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-09-08";"2024-01-04";"Em andamento"
"455";"Thiel - Feest";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-07-27";"2024-05-29";"Pendente"
"456";"Hermann - Lemke";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-04-12";"2024-08-12";"Pendente"
"457";"Vandervort, Shields and Hackett";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-01-31";"2024-06-17";"Pendente"
"458";"Nolan, Wiegand and Langosh";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-07-28";"2024-07-04";"Pendente"
"459";"Welch, Stokes and Dickens";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-04-19";"2024-07-26";"Concluido"
"460";"Haag - O'Hara";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-01-24";"2024-07-23";"Pendente"
"461";"Veum - Hegmann";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2023-12-31";"2024-06-09";"Pendente"
"462";"Blanda - Fadel";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-07-04";"2024-05-02";"Em andamento"
"463";"Hills Group";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-06-18";"2024-06-26";"Pendente"
"464";"Frami LLC";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-05-26";"2024-02-18";"Concluido"
"465";"Haley, Jacobson and MacGyver";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-04-09";"2024-06-24";"Concluido"
"466";"Connelly - Kuhlman";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-07-13";"2024-06-27";"Pendente"
"467";"Kulas - Hoppe";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-07-22";"2024-06-05";"Concluido"
"468";"Kuhlman - Rodriguez";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-03-14";"2024-05-11";"Pendente"
"469";"Brown, Cormier and Legros";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-02-21";"2024-05-16";"Concluido"
"470";"Runte - Christiansen";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-07-14";"2024-05-11";"Pendente"
"471";"Schowalter - Morissette";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-03-19";"2024-06-15";"Pendente"
"472";"Kshlerin - Schmidt";"The Football Is Good For Training And Recreational Purposes";"2024-08-01";"2024-03-03";"Concluido"
"473";"Thiel, Zulauf and Boehm";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-04-21";"2024-02-09";"Em andamento"
"474";"Howell Inc";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-03-09";"2024-01-08";"Pendente"
"475";"Kihn Group";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-07-26";"2024-05-15";"Pendente"
"476";"Lakin - Emmerich";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-06-29";"2024-08-05";"Em andamento"
"477";"Balistreri - Kulas";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-05-19";"2024-04-18";"Pendente"
"478";"Krajcik Group";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-06-25";"2024-08-07";"Em andamento"
"479";"Rice - Feeney";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-04-06";"2024-01-02";"Concluido"
"480";"Berge, Considine and Hamill";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-04-11";"2024-01-01";"Em andamento"
"481";"Daniel Inc";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-03-14";"2024-01-28";"Pendente"
"482";"O'Reilly LLC";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-03-07";"2024-06-01";"Concluido"
"483";"DuBuque LLC";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-01-12";"2024-06-01";"Concluido"
"484";"Wunsch - Ondricka";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-07-14";"2024-05-09";"Pendente"
"485";"West, Dickens and Witting";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-08-16";"2024-03-04";"Pendente"
"486";"Roob, Grant and Lueilwitz";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-08-15";"2024-02-02";"Em andamento"
"487";"Satterfield Group";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-08-14";"2024-05-06";"Pendente"
"488";"Schmeler, Davis and Bashirian";"The Football Is Good For Training And Recreational Purposes";"2024-05-21";"2024-06-09";"Em andamento"
"489";"Hermann - McDermott";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-05-19";"2024-08-04";"Em andamento"
"490";"Beahan - Hahn";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-07-10";"2024-08-07";"Em andamento"
"491";"Hermiston - Kohler";"The Football Is Good For Training And Recreational Purposes";"2024-08-09";"2024-03-15";"Concluido"
"492";"Bartoletti - Howe";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-04-26";"2024-01-19";"Concluido"
"493";"Batz Inc";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-04-02";"2024-05-06";"Pendente"
"494";"Dicki - Macejkovic";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-08-25";"2024-05-06";"Pendente"
"495";"Powlowski and Sons";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-04-10";"2024-09-02";"Pendente"
"496";"Morissette Inc";"The Football Is Good For Training And Recreational Purposes";"2024-08-24";"2024-08-31";"Concluido"
"497";"Douglas - Stark";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-05-20";"2024-03-29";"Em andamento"
"498";"Tillman Group";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-08-08";"2024-04-05";"Pendente"
"499";"Hamill Inc";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-08-24";"2024-04-05";"Concluido"
